Name of Restaurant,City,Country Code,Day of week,Start Time,End Time
ABC Kitchen,New York,US,3,1730,2300
ABC Kitchen,New York,US,3,1200,1500
ABC Kitchen,New York,US,2,1730,2230
ABC Kitchen,New York,US,2,1200,1500
ABC Kitchen,New York,US,1,1730,2230
ABC Kitchen,New York,US,1,1200,1500
ABC Kitchen,New York,US,0,1730,2230
ABC Kitchen,New York,US,0,1200,1500
Abe & Louie's,Boston,US,6,1100,2300
Abe & Louie's,Boston,US,5,1100,0000
Abe & Louie's,Boston,US,4,1130,0000
Abe & Louie's,Boston,US,3,1130,2300
Abe & Louie's,Boston,US,2,1130,2300
Abe & Louie's,Boston,US,1,1130,2300
Abe & Louie's,Boston,US,0,1130,2300
Abeno Too,London,GB,6,1200,2200
Abeno Too,London,GB,5,1200,2300
Abeno Too,London,GB,4,1200,2300
Abeno Too,London,GB,3,1200,2300
Abeno Too,London,GB,2,1200,2300
Abeno Too,London,GB,1,1200,2300
Abeno Too,London,GB,0,1200,2300
Aboil Cafe,Washington,US,6,1000,1300
Aboil Cafe,Washington,US,5,0900,1300
Aboil Cafe,Washington,US,4,0800,1300
Aboil Cafe,Washington,US,3,0800,1300
Aboil Cafe,Washington,US,2,0800,1300
Aboil Cafe,Washington,US,1,0800,1300
Aboil Cafe,Washington,US,0,0800,1100
Abu Zaad,London,GB,6,0900,2300
Abu Zaad,London,GB,5,0900,2300
Abu Zaad,London,GB,4,0900,2300
Abu Zaad,London,GB,3,0900,2300
Abu Zaad,London,GB,2,0900,2300
Abu Zaad,London,GB,1,0900,2300
Abu Zaad,London,GB,0,0900,2300
Abuela's Tacos,Las Vegas,US,6,0900,1900
Abuela's Tacos,Las Vegas,US,5,0900,2100
Abuela's Tacos,Las Vegas,US,4,0900,2100
Abuela's Tacos,Las Vegas,US,3,0900,2000
Abuela's Tacos,Las Vegas,US,2,0900,2000
Abuela's Tacos,Las Vegas,US,1,0900,2000
Abuela's Tacos,Las Vegas,US,0,0900,2000
Acero,Denver,US,6,1100,2200
Acero,Denver,US,5,1100,2200
Acero,Denver,US,4,1500,2200
Acero,Denver,US,3,1500,2200
Acero,Denver,US,2,1500,2200
Acero,Denver,US,1,1500,2200
Acero,Denver,US,0,1500,2200
ACMI Cafe & Bar,Melbourne,AU,6,1000,0000
ACMI Cafe & Bar,Melbourne,AU,5,0930,0000
ACMI Cafe & Bar,Melbourne,AU,4,0830,0000
ACMI Cafe & Bar,Melbourne,AU,3,0830,0000
ACMI Cafe & Bar,Melbourne,AU,2,0830,0000
ACMI Cafe & Bar,Melbourne,AU,1,0830,0000
ACMI Cafe & Bar,Melbourne,AU,0,0830,0000
Ad Lib,Glasgow,GB,6,1100,0200
Ad Lib,Glasgow,GB,5,1100,0200
Ad Lib,Glasgow,GB,4,1100,0200
Ad Lib,Glasgow,GB,3,1100,0000
Ad Lib,Glasgow,GB,2,1100,0000
Ad Lib,Glasgow,GB,1,1100,0000
Ad Lib,Glasgow,GB,0,1100,0000
Adair Kitchen,Houston,US,6,0800,2100
Adair Kitchen,Houston,US,5,0800,2200
Adair Kitchen,Houston,US,4,0700,2200
Adair Kitchen,Houston,US,3,0700,2200
Adair Kitchen,Houston,US,2,0700,2200
Adair Kitchen,Houston,US,1,0700,2200
Adair Kitchen,Houston,US,0,0700,2200
Addie's Thai Cafe,London,GB,6,1800,2230
Addie's Thai Cafe,London,GB,5,1800,2300
Addie's Thai Cafe,London,GB,4,1800,2300
Addie's Thai Cafe,London,GB,4,1200,1500
Addie's Thai Cafe,London,GB,3,1800,2300
Addie's Thai Cafe,London,GB,3,1200,1500
Addie's Thai Cafe,London,GB,2,1800,2300
Addie's Thai Cafe,London,GB,2,1200,1500
Addie's Thai Cafe,London,GB,1,1800,2300
Addie's Thai Cafe,London,GB,1,1200,1500
Addie's Thai Cafe,London,GB,0,1800,2300
Addie's Thai Cafe,London,GB,0,1200,1500
Adela's Italian,Phoenix,US,6,1400,2100
Adela's Italian,Phoenix,US,5,1400,2200
Adela's Italian,Phoenix,US,4,1100,2200
Adela's Italian,Phoenix,US,3,1100,2100
Adela's Italian,Phoenix,US,2,1100,2100
Adela's Italian,Phoenix,US,1,1100,2100
Adela's Italian,Phoenix,US,0,1100,2100
Adelitas Cocina y Cantina,Denver,US,6,1000,2200
Adelitas Cocina y Cantina,Denver,US,5,1000,2300
Adelitas Cocina y Cantina,Denver,US,4,1100,2300
Adelitas Cocina y Cantina,Denver,US,3,1100,2300
Adelitas Cocina y Cantina,Denver,US,2,1100,2300
Adelitas Cocina y Cantina,Denver,US,1,1100,2300
Adelitas Cocina y Cantina,Denver,US,0,1100,2200
Adelita's Taqueria,San Jose,US,6,0900,2130
Adelita's Taqueria,San Jose,US,5,0900,2200
Adelita's Taqueria,San Jose,US,4,0900,2200
Adelita's Taqueria,San Jose,US,3,0900,2130
Adelita's Taqueria,San Jose,US,2,0900,2130
Adelita's Taqueria,San Jose,US,1,0900,2130
Adelita's Taqueria,San Jose,US,0,0900,2130
Adelphi Grill,Perth,AU,6,1130,2130
Adelphi Grill,Perth,AU,5,1130,2130
Adelphi Grill,Perth,AU,4,1130,2130
Adelphi Grill,Perth,AU,3,1130,2130
Adelphi Grill,Perth,AU,2,1130,2130
Adelphi Grill,Perth,AU,1,1130,2130
Adelphi Grill,Perth,AU,0,1130,2130
Admiral Codrington,London,GB,6,1200,2230
Admiral Codrington,London,GB,5,1130,0100
Admiral Codrington,London,GB,4,1130,0100
Admiral Codrington,London,GB,3,1130,0000
Admiral Codrington,London,GB,2,1130,0000
Admiral Codrington,London,GB,1,1130,2300
Admiral Codrington,London,GB,0,1130,2300
Adobo Dragon,Phoenix,US,6,1100,2000
Adobo Dragon,Phoenix,US,5,1100,2200
Adobo Dragon,Phoenix,US,4,1100,2200
Adobo Dragon,Phoenix,US,3,1100,2100
Adobo Dragon,Phoenix,US,2,1100,2100
Adobo Dragon,Phoenix,US,1,1100,2100
Adobo Dragon,Phoenix,US,0,1100,2100
Aero Cafe & Bar,Sydney,AU,6,1000,2200
Aero Cafe & Bar,Sydney,AU,5,1000,2300
Aero Cafe & Bar,Sydney,AU,4,0800,2300
Aero Cafe & Bar,Sydney,AU,3,0800,2300
Aero Cafe & Bar,Sydney,AU,2,0800,2300
Aero Cafe & Bar,Sydney,AU,1,0800,2300
Aero Cafe & Bar,Sydney,AU,0,0800,2300
Affogato,Melbourne,AU,6,0730,1600
Affogato,Melbourne,AU,5,0730,1600
Affogato,Melbourne,AU,4,0700,1530
Affogato,Melbourne,AU,3,0700,1530
Affogato,Melbourne,AU,2,0700,1530
Affogato,Melbourne,AU,0,0700,1530
Afghan Express,Houston,US,6,1100,2200
Afghan Express,Houston,US,5,1100,2300
Afghan Express,Houston,US,4,1100,2300
Afghan Express,Houston,US,3,1100,2300
Afghan Express,Houston,US,2,1100,2200
Afghan Express,Houston,US,1,1100,2300
Afghan Express,Houston,US,0,1130,2300
Agave Mexican Grill,San Jose,US,6,1000,1900
Agave Mexican Grill,San Jose,US,5,1000,2100
Agave Mexican Grill,San Jose,US,4,1000,2000
Agave Mexican Grill,San Jose,US,3,1000,2100
Agave Mexican Grill,San Jose,US,2,1000,2100
Agave Mexican Grill,San Jose,US,1,1000,2100
Agave Mexican Grill,San Jose,US,0,1000,2100
Agha's Gyro Express,San Jose,US,4,1100,1800
Agha's Gyro Express,San Jose,US,3,1100,1800
Agha's Gyro Express,San Jose,US,2,1100,1800
Agha's Gyro Express,San Jose,US,1,1100,1800
Agha's Gyro Express,San Jose,US,0,1100,1800
AikoPops,Denver,US,6,1100,1800
AikoPops,Denver,US,5,1100,1800
AikoPops,Denver,US,4,1100,1800
AikoPops,Denver,US,3,1100,1800
AikoPops,Denver,US,2,1100,1800
AikoPops,Denver,US,1,1100,1800
AikoPops,Denver,US,0,1100,1800
Aim Thai Restaurant,Houston,US,6,1000,2000
Aim Thai Restaurant,Houston,US,5,1000,2000
Aim Thai Restaurant,Houston,US,4,1000,2000
Aim Thai Restaurant,Houston,US,3,1000,2000
Aim Thai Restaurant,Houston,US,2,1000,2000
Aim Thai Restaurant,Houston,US,1,1000,2000
Aisuru Sushi,Perth,AU,6,1800,2130
Aisuru Sushi,Perth,AU,6,1200,1500
Aisuru Sushi,Perth,AU,5,1800,2200
Aisuru Sushi,Perth,AU,5,1200,1500
Aisuru Sushi,Perth,AU,4,1800,2200
Aisuru Sushi,Perth,AU,4,1200,1430
Aisuru Sushi,Perth,AU,3,1800,2130
Aisuru Sushi,Perth,AU,3,1200,1430
Aisuru Sushi,Perth,AU,2,1800,2130
Aisuru Sushi,Perth,AU,2,1200,1430
Aisuru Sushi,Perth,AU,1,1800,2130
Aisuru Sushi,Perth,AU,1,1200,1430
Aisuru Sushi,Perth,AU,0,1800,2130
Aisuru Sushi,Perth,AU,0,1200,1430
Aita,Brooklyn,US,6,1100,2215
Aita,Brooklyn,US,5,1100,2300
Aita,Brooklyn,US,4,1100,2300
Aita,Brooklyn,US,3,1100,2230
Aita,Brooklyn,US,2,1100,2230
Aita,Brooklyn,US,1,1100,2230
Aita,Brooklyn,US,0,1700,2230
Aix Café Creperie Salon,Melbourne,AU,6,0800,1600
Aix Café Creperie Salon,Melbourne,AU,5,0600,1700
Aix Café Creperie Salon,Melbourne,AU,4,0600,1700
Aix Café Creperie Salon,Melbourne,AU,3,0600,1700
Aix Café Creperie Salon,Melbourne,AU,2,0600,1700
Aix Café Creperie Salon,Melbourne,AU,1,0600,1700
Aix Café Creperie Salon,Melbourne,AU,0,0600,1700
AJ Vietnamese Noodle House,Brisbane,AU,5,1100,2100
AJ Vietnamese Noodle House,Brisbane,AU,4,1100,2100
AJ Vietnamese Noodle House,Brisbane,AU,3,1100,2100
AJ Vietnamese Noodle House,Brisbane,AU,2,1100,2100
AJ Vietnamese Noodle House,Brisbane,AU,1,1100,2100
AJ Vietnamese Noodle House,Brisbane,AU,0,1100,2100
Ajisen Ramen,Melbourne,AU,6,1130,2100
Ajisen Ramen,Melbourne,AU,5,1130,2130
Ajisen Ramen,Melbourne,AU,4,1130,2200
Ajisen Ramen,Melbourne,AU,3,1130,2100
Ajisen Ramen,Melbourne,AU,2,1130,2100
Ajisen Ramen,Melbourne,AU,1,1130,2100
Ajisen Ramen,Melbourne,AU,0,1130,2100
Ajisen Ramen,Melbourne,AU,6,1200,2130
Ajisen Ramen,Melbourne,AU,5,1200,2130
Ajisen Ramen,Melbourne,AU,4,1200,2230
Ajisen Ramen,Melbourne,AU,3,1200,2130
Ajisen Ramen,Melbourne,AU,2,1200,2130
Ajisen Ramen,Melbourne,AU,1,1200,2130
Ajisen Ramen,Melbourne,AU,0,1200,2130
Akaneya Japanese Restaurant,Sydney,AU,5,1730,2100
Akaneya Japanese Restaurant,Sydney,AU,4,1130,2100
Akaneya Japanese Restaurant,Sydney,AU,3,1130,2100
Akaneya Japanese Restaurant,Sydney,AU,2,1130,2100
Akaneya Japanese Restaurant,Sydney,AU,1,1130,2100
Akaneya Japanese Restaurant,Sydney,AU,0,1130,2100
Akari,London,GB,6,1200,2230
Akari,London,GB,5,1200,2300
Akari,London,GB,4,1700,2300
Akari,London,GB,3,1700,2300
Akari,London,GB,2,1700,2300
Akari,London,GB,1,1700,2300
Akbar's,Glasgow,GB,6,1400,2300
Akbar's,Glasgow,GB,5,1630,0030
Akbar's,Glasgow,GB,4,1630,0030
Akbar's,Glasgow,GB,3,1700,0000
Akbar's,Glasgow,GB,2,1700,0000
Akbar's,Glasgow,GB,1,1700,0000
Akbar's,Glasgow,GB,0,1700,0000
AK's Takeout & Delivery,Boston,US,6,1000,2300
AK's Takeout & Delivery,Boston,US,5,1000,2300
AK's Takeout & Delivery,Boston,US,4,1000,2300
AK's Takeout & Delivery,Boston,US,3,1000,2300
AK's Takeout & Delivery,Boston,US,2,1000,2300
AK's Takeout & Delivery,Boston,US,1,1000,2300
AK's Takeout & Delivery,Boston,US,0,1000,2300
Al Arez,London,GB,6,1000,2330
Al Arez,London,GB,5,1000,2330
Al Arez,London,GB,4,1000,2330
Al Arez,London,GB,3,1000,2330
Al Arez,London,GB,2,1000,2330
Al Arez,London,GB,1,1000,2330
Al Arez,London,GB,0,1000,2330
Al Aseel Grill & Café,Houston,US,6,1100,0000
Al Aseel Grill & Café,Houston,US,5,1100,0000
Al Aseel Grill & Café,Houston,US,4,1100,0000
Al Aseel Grill & Café,Houston,US,3,1100,0000
Al Aseel Grill & Café,Houston,US,2,1100,0000
Al Aseel Grill & Café,Houston,US,1,1100,0000
Al Aseel Grill & Café,Houston,US,0,1100,0000
Al Basha Subs,Detroit,US,5,1200,1700
Al Basha Subs,Detroit,US,4,1000,2200
Al Basha Subs,Detroit,US,3,1000,2200
Al Basha Subs,Detroit,US,2,1000,2200
Al Basha Subs,Detroit,US,1,1000,2200
Al Basha Subs,Detroit,US,0,1000,2200
Al Dente,Glasgow,GB,6,1700,2230
Al Dente,Glasgow,GB,5,1700,2230
Al Dente,Glasgow,GB,4,1130,2230
Al Dente,Glasgow,GB,3,1130,2230
Al Dente,Glasgow,GB,2,1130,2230
Al Dente,Glasgow,GB,1,1130,2230
Al Dente,Glasgow,GB,0,1700,2230
Al Dente Restaurant,Boston,US,6,1130,2200
Al Dente Restaurant,Boston,US,5,1130,2300
Al Dente Restaurant,Boston,US,4,1130,2300
Al Dente Restaurant,Boston,US,3,1130,2200
Al Dente Restaurant,Boston,US,2,1130,2200
Al Dente Restaurant,Boston,US,1,1130,2200
Al Dente Restaurant,Boston,US,0,1130,2200
Aladdin Mediterranean Cuisine,Houston,US,6,1100,2100
Aladdin Mediterranean Cuisine,Houston,US,5,1100,2200
Aladdin Mediterranean Cuisine,Houston,US,4,1030,2200
Aladdin Mediterranean Cuisine,Houston,US,3,1030,2200
Aladdin Mediterranean Cuisine,Houston,US,2,1030,2200
Aladdin Mediterranean Cuisine,Houston,US,1,1030,2200
Aladdin Mediterranean Cuisine,Houston,US,0,1030,2200
Alameda,Brooklyn,US,6,1300,0000
Alameda,Brooklyn,US,5,1700,0200
Alameda,Brooklyn,US,4,1700,0200
Alameda,Brooklyn,US,3,1700,0000
Alameda,Brooklyn,US,2,1700,0000
Alameda,Brooklyn,US,1,1700,0000
Alameda,Brooklyn,US,0,1700,0000
Albert Park Cafe,Auckland,NZ,5,0700,1600
Albert Park Cafe,Auckland,NZ,4,0700,1600
Albert Park Cafe,Auckland,NZ,3,0700,1600
Albert Park Cafe,Auckland,NZ,2,0700,1600
Albert Park Cafe,Auckland,NZ,1,0700,1700
Albert Park Cafe,Auckland,NZ,0,0700,1600
Albertini,London,GB,5,0700,1500
Albertini,London,GB,4,0700,2200
Albertini,London,GB,3,0700,2200
Albertini,London,GB,2,0700,2200
Albertini,London,GB,1,0700,2200
Albertini,London,GB,0,0700,2200
Alchemy,London,GB,4,0700,1700
Alchemy,London,GB,3,0700,1700
Alchemy,London,GB,2,0700,1700
Alchemy,London,GB,1,0700,1700
Alchemy,London,GB,0,0700,1700
Alder & Birch Cocktails/Dining,Las Vegas,US,6,1600,2200
Alder & Birch Cocktails/Dining,Las Vegas,US,5,1600,2300
Alder & Birch Cocktails/Dining,Las Vegas,US,4,1600,2300
Alder & Birch Cocktails/Dining,Las Vegas,US,3,1600,2200
Alder & Birch Cocktails/Dining,Las Vegas,US,2,1600,2200
Alder & Birch Cocktails/Dining,Las Vegas,US,1,1600,2200
Alder & Birch Cocktails/Dining,Las Vegas,US,0,1600,2200
Ale House At Amato's,Denver,US,6,1100,0000
Ale House At Amato's,Denver,US,5,1100,0200
Ale House At Amato's,Denver,US,4,1100,0200
Ale House At Amato's,Denver,US,3,1100,0000
Ale House At Amato's,Denver,US,2,1100,0000
Ale House At Amato's,Denver,US,1,1100,0000
Ale House At Amato's,Denver,US,0,1100,0000
Alexanders,Liverpool,GB,4,0730,1600
Alexanders,Liverpool,GB,3,0730,1600
Alexanders,Liverpool,GB,2,0730,1600
Alexanders,Liverpool,GB,1,0730,1600
Alexanders,Liverpool,GB,0,0730,1600
Alfa Piehouse,Washington,US,5,1000,1600
Alfa Piehouse,Washington,US,4,0700,1800
Alfa Piehouse,Washington,US,3,0700,1800
Alfa Piehouse,Washington,US,2,0700,1800
Alfa Piehouse,Washington,US,1,0700,1800
Alfa Piehouse,Washington,US,0,0700,1800
Alfredo Authentic Italian Restaurant,Sydney,AU,5,1800,2200
Alfredo Authentic Italian Restaurant,Sydney,AU,4,1800,2200
Alfredo Authentic Italian Restaurant,Sydney,AU,4,1200,1500
Alfredo Authentic Italian Restaurant,Sydney,AU,3,1800,2200
Alfredo Authentic Italian Restaurant,Sydney,AU,3,1200,1500
Alfredo Authentic Italian Restaurant,Sydney,AU,2,1800,2200
Alfredo Authentic Italian Restaurant,Sydney,AU,2,1200,1500
Alfredo Authentic Italian Restaurant,Sydney,AU,1,1800,2200
Alfredo Authentic Italian Restaurant,Sydney,AU,1,1200,1500
Alfredo Authentic Italian Restaurant,Sydney,AU,0,1800,2200
Alfredo Authentic Italian Restaurant,Sydney,AU,0,1200,1500
Alfred's Pizzeria,Perth,AU,6,1500,0000
Alfred's Pizzeria,Perth,AU,5,1500,0000
Alfred's Pizzeria,Perth,AU,4,1500,0000
Alfred's Pizzeria,Perth,AU,3,1500,0000
Alfred's Pizzeria,Perth,AU,2,1500,0000
Alfred's Pizzeria,Perth,AU,1,1500,0000
Alfred's Pizzeria,Perth,AU,0,1500,0000
Ali Baba,Boston,US,6,1100,2200
Ali Baba,Boston,US,5,1100,0300
Ali Baba,Boston,US,4,1100,0300
Ali Baba,Boston,US,3,1100,0245
Ali Baba,Boston,US,2,1100,2200
Ali Baba,Boston,US,1,1100,2200
Ali Baba,Boston,US,0,1100,2200
Alice's Makan,Sydney,AU,4,0930,1900
Alice's Makan,Sydney,AU,3,0930,1900
Alice's Makan,Sydney,AU,2,0930,1900
Alice's Makan,Sydney,AU,1,0930,1900
Alice's Makan,Sydney,AU,0,0930,1900
Alicia Fusion Bistro,Seattle,US,6,1200,2300
Alicia Fusion Bistro,Seattle,US,5,1200,0000
Alicia Fusion Bistro,Seattle,US,4,1200,0000
Alicia Fusion Bistro,Seattle,US,3,1200,0000
Alicia Fusion Bistro,Seattle,US,2,1200,2300
Alicia Fusion Bistro,Seattle,US,1,1200,2300
Alicia Fusion Bistro,Seattle,US,0,1200,2300
Aliment,Perth,AU,6,0800,1300
Aliment,Perth,AU,5,0700,1400
Aliment,Perth,AU,4,0700,1530
Aliment,Perth,AU,3,0700,1530
Aliment,Perth,AU,2,0700,1530
Aliment,Perth,AU,1,0700,1530
Aliment,Perth,AU,0,0700,1530
Alinea,Chicago,US,6,1700,1830
Alinea,Chicago,US,5,2000,2130
Alinea,Chicago,US,5,1700,1830
Alinea,Chicago,US,4,2000,2130
Alinea,Chicago,US,3,2000,2130
Alinea,Chicago,US,3,1700,1830
Alinea,Chicago,US,2,2000,2130
Alinea,Chicago,US,2,1700,1830
All-Purpose Pizzeria,Washington,US,6,1700,2200
All-Purpose Pizzeria,Washington,US,5,1700,2300
All-Purpose Pizzeria,Washington,US,5,1130,1430
All-Purpose Pizzeria,Washington,US,4,1730,2300
All-Purpose Pizzeria,Washington,US,4,1130,1430
All-Purpose Pizzeria,Washington,US,3,1730,2200
All-Purpose Pizzeria,Washington,US,3,1130,1430
All-Purpose Pizzeria,Washington,US,2,1730,2200
All-Purpose Pizzeria,Washington,US,2,1130,1430
All-Purpose Pizzeria,Washington,US,1,1730,2200
All-Purpose Pizzeria,Washington,US,1,1130,1430
All-Purpose Pizzeria,Washington,US,0,1730,2200
All-Purpose Pizzeria,Washington,US,0,1130,1430
All Seas Fish,Detroit,US,6,1100,1900
All Seas Fish,Detroit,US,5,1000,2200
All Seas Fish,Detroit,US,4,1000,2200
All Seas Fish,Detroit,US,3,1000,2100
All Seas Fish,Detroit,US,2,1000,2100
All Seas Fish,Detroit,US,1,1000,2100
All Seas Fish,Detroit,US,0,1000,2100
Alley Taco,Detroit,US,6,1200,2200
Alley Taco,Detroit,US,5,1100,0100
Alley Taco,Detroit,US,4,1100,0100
Alley Taco,Detroit,US,3,1100,0100
Alley Taco,Detroit,US,2,1100,2300
Alley Taco,Detroit,US,1,1100,2300
Alley Taco,Detroit,US,0,1100,2300
Allora,London,GB,6,1800,2330
Allora,London,GB,6,1200,1600
Allora,London,GB,5,1800,2330
Allora,London,GB,5,1200,1600
Allora,London,GB,4,1800,2330
Allora,London,GB,4,1200,1500
Allora,London,GB,3,1800,2300
Allora,London,GB,3,1200,1500
Allora,London,GB,2,1800,2300
Allora,London,GB,2,1200,1500
Allora,London,GB,1,1800,2300
Allora,London,GB,1,1200,1500
Almaden Sushi,San Jose,US,5,1700,2200
Almaden Sushi,San Jose,US,5,1100,1400
Almaden Sushi,San Jose,US,4,1700,2200
Almaden Sushi,San Jose,US,4,1100,1400
Almaden Sushi,San Jose,US,3,1700,2130
Almaden Sushi,San Jose,US,3,1100,1400
Almaden Sushi,San Jose,US,2,1700,2130
Almaden Sushi,San Jose,US,2,1100,1400
Almaden Sushi,San Jose,US,1,1700,2130
Almaden Sushi,San Jose,US,1,1100,1400
Almaden Sushi,San Jose,US,0,1700,2130
Almaden Sushi,San Jose,US,0,1100,1400
AlMar,Brooklyn,US,6,1000,1700
AlMar,Brooklyn,US,5,0900,2300
AlMar,Brooklyn,US,4,0800,2300
AlMar,Brooklyn,US,3,0800,2230
AlMar,Brooklyn,US,2,0800,2230
AlMar,Brooklyn,US,1,0800,2230
AlMar,Brooklyn,US,0,0800,2230
Aloha Kitchen & Bar,Las Vegas,US,6,0800,0300
Aloha Kitchen & Bar,Las Vegas,US,5,0800,0500
Aloha Kitchen & Bar,Las Vegas,US,4,0800,0500
Aloha Kitchen & Bar,Las Vegas,US,3,0800,0400
Aloha Kitchen & Bar,Las Vegas,US,2,0800,0400
Aloha Kitchen & Bar,Las Vegas,US,1,0800,0300
Aloha Kitchen & Bar,Las Vegas,US,0,0800,0300
Aloha,Liverpool,GB,6,2100,0300
Aloha,Liverpool,GB,5,2000,0400
Aloha,Liverpool,GB,4,2000,0400
Aloha,Liverpool,GB,3,2000,0400
Aloha,Liverpool,GB,2,2000,0300
Aloha,Liverpool,GB,1,2000,0300
Aloha,Liverpool,GB,0,2000,0300
Aloha Specialties,Las Vegas,US,6,0900,2100
Aloha Specialties,Las Vegas,US,5,0900,2200
Aloha Specialties,Las Vegas,US,4,0900,2200
Aloha Specialties,Las Vegas,US,3,0900,2100
Aloha Specialties,Las Vegas,US,2,0900,2100
Aloha Specialties,Las Vegas,US,1,0900,2100
Aloha Specialties,Las Vegas,US,0,0900,2100
Alounak,London,GB,6,1200,0000
Alounak,London,GB,5,1200,0000
Alounak,London,GB,4,1200,0000
Alounak,London,GB,3,1200,0000
Alounak,London,GB,2,1200,0000
Alounak,London,GB,1,1200,0000
Alounak,London,GB,0,1200,0000
Aloy Modern Thai,Denver,US,6,1200,2130
Aloy Modern Thai,Denver,US,5,1200,2200
Aloy Modern Thai,Denver,US,4,1100,2200
Aloy Modern Thai,Denver,US,3,1100,2130
Aloy Modern Thai,Denver,US,2,1100,2130
Aloy Modern Thai,Denver,US,1,1100,2130
Aloy Modern Thai,Denver,US,0,1100,2130
Alpha Gourmet Cafe,Sydney,AU,6,0600,0630
Alpha Gourmet Cafe,Sydney,AU,5,0600,1430
Alpha Gourmet Cafe,Sydney,AU,4,0530,1730
Alpha Gourmet Cafe,Sydney,AU,3,0530,1730
Alpha Gourmet Cafe,Sydney,AU,2,0530,1730
Alpha Gourmet Cafe,Sydney,AU,1,0530,1730
Alpha Gourmet Cafe,Sydney,AU,0,0530,1730
Alpha Restaurant,Sydney,AU,6,1200,2300
Alpha Restaurant,Sydney,AU,5,1200,2300
Alpha Restaurant,Sydney,AU,4,1200,2300
Alpha Restaurant,Sydney,AU,4,0730,1030
Alpha Restaurant,Sydney,AU,3,1200,2300
Alpha Restaurant,Sydney,AU,3,0730,1030
Alpha Restaurant,Sydney,AU,2,1200,2300
Alpha Restaurant,Sydney,AU,2,0730,1030
Alpha Restaurant,Sydney,AU,1,1200,2300
Alpha Restaurant,Sydney,AU,1,0730,1030
Alpha Restaurant,Sydney,AU,0,1200,2300
Alpha Restaurant,Sydney,AU,0,0730,1030
Al's Deli & Grill,Birmingham,US,6,0600,0600
Al's Deli & Grill,Birmingham,US,5,0600,0600
Al's Deli & Grill,Birmingham,US,4,0600,0600
Al's Deli & Grill,Birmingham,US,3,0600,0600
Al's Deli & Grill,Birmingham,US,2,0600,0600
Al's Deli & Grill,Birmingham,US,1,0600,0600
Al's Deli & Grill,Birmingham,US,0,0600,0600
Al's Deli,Auckland,NZ,6,0900,2000
Al's Deli,Auckland,NZ,5,0700,2300
Al's Deli,Auckland,NZ,4,0700,2300
Al's Deli,Auckland,NZ,3,0700,2200
Al's Deli,Auckland,NZ,2,0700,2100
Al's Deli,Auckland,NZ,1,0700,2000
Al's Deli,Auckland,NZ,0,0700,2000
Al's Quick Stop,Houston,US,6,0800,2200
Al's Quick Stop,Houston,US,5,0800,2200
Al's Quick Stop,Houston,US,4,0800,2200
Al's Quick Stop,Houston,US,3,0800,2200
Al's Quick Stop,Houston,US,2,0800,2200
Al's Quick Stop,Houston,US,1,0800,2200
Al's Quick Stop,Houston,US,0,0800,2200
Al's South Street Cafe,Boston,US,4,1030,1500
Al's South Street Cafe,Boston,US,3,1030,1500
Al's South Street Cafe,Boston,US,2,1030,1500
Al's South Street Cafe,Boston,US,1,1030,1500
Al's South Street Cafe,Boston,US,0,1030,1500
Al's State Street Cafe,Boston,US,5,1030,1600
Al's State Street Cafe,Boston,US,4,1030,1800
Al's State Street Cafe,Boston,US,3,1030,1800
Al's State Street Cafe,Boston,US,2,1030,1800
Al's State Street Cafe,Boston,US,1,1030,1800
Al's State Street Cafe,Boston,US,0,1030,1800
Alston Bar & Beef,Glasgow,GB,6,1200,2200
Alston Bar & Beef,Glasgow,GB,5,1200,0000
Alston Bar & Beef,Glasgow,GB,4,1200,0000
Alston Bar & Beef,Glasgow,GB,3,1200,0000
Alston Bar & Beef,Glasgow,GB,2,1200,0000
Alston Bar & Beef,Glasgow,GB,1,1200,0000
Alston Bar & Beef,Glasgow,GB,0,1200,0000
Alta Strada,Washington,US,6,1100,2230
Alta Strada,Washington,US,5,1100,0100
Alta Strada,Washington,US,4,1100,0100
Alta Strada,Washington,US,3,1130,2230
Alta Strada,Washington,US,2,1130,2230
Alta Strada,Washington,US,1,1130,2230
Alta Strada,Washington,US,0,1130,2230
Alto's Kebab House,Perth,AU,6,1800,0200
Alto's Kebab House,Perth,AU,5,1800,0400
Alto's Kebab House,Perth,AU,4,1800,0400
Alto's Kebab House,Perth,AU,3,1800,0200
Alto's Kebab House,Perth,AU,2,1800,0200
Alto's Kebab House,Perth,AU,1,1800,0200
Alto's Kebab House,Perth,AU,0,1800,0200
Altura,Seattle,US,5,1700,2200
Altura,Seattle,US,4,1700,2200
Altura,Seattle,US,3,1730,2200
Altura,Seattle,US,2,1730,2200
Altura,Seattle,US,1,1730,2200
Amato's Cheesesteaks,San Jose,US,6,1100,1900
